Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
48162.61,9292.41,666,3,Unemployed,2,1,0
60409.15,17140.6,664,3,Self-Employed,1,1,0
15883.3,15638.24,593,2,Employed,0,1,1
16356.84,12159.33,643,2,Unemployed,2,0,0
39049.46,12892.26,596,4,Self-Employed,1,1,0
58167.6,16145.22,558,1,Unemployed,2,0,0
26212.22,14647.48,701,0,Employed,0,0,0
8908.41,13045.93,695,0,Unemployed,2,0,0
51854.15,10199.05,641,1,Employed,0,0,0
47923.89,8302.82,672,2,Self-Employed,1,1,0
31917.5,12433.26,593,1,Employed,0,0,0
33173.52,7422.62,692,1,Employed,0,1,0
33363.08,14928.89,658,4,Employed,0,1,0
46326.42,4902.75,587,4,Self-Employed,1,2,0
37484.22,13227.95,665,2,Employed,0,1,0
50928.77,10892.71,668,3,Self-Employed,1,2,0
10744.48,10242.34,624,2,Employed,0,0,0
34717.78,10893.85,574,4,Employed,0,2,0
31487.35,470.92,625,4,Unemployed,2,0,0
41923.91,10232.41,706,2,Unemployed,2,0,0
38543.43,8529.24,684,1,Self-Employed,1,1,0
54574.13,8579.94,665,4,Self-Employed,1,1,0
22687.96,24483.91,615,0,Employed,0,3,1
45545.9,6444.33,621,3,Unemployed,2,1,0
51700.04,13584.56,604,3,Employed,0,1,0
67279.77,8817.65,658,0,Self-Employed,1,1,0
39218.81,8351.15,660,4,Employed,0,1,0
48893.5,6612.79,706,0,Unemployed,2,0,0
23353.65,16513.2,575,4,Self-Employed,1,3,1
16296.53,16817.66,638,2,Unemployed,2,1,1
55137.29,9518.94,616,3,Self-Employed,1,1,0
44933.28,15648.55,652,0,Employed,0,2,0
59142.15,7856.69,683,2,Self-Employed,1,1,0
28519.17,10395.6,615,4,Self-Employed,1,0,0
51238.83,14715.86,685,2,Employed,0,2,0
67425.81,7995.15,678,3,Employed,0,1,0
50036.47,9042.75,634,3,Unemployed,2,0,0
48318.98,12098.01,697,1,Unemployed,2,1,0
45102.67,12149.17,674,1,Unemployed,2,1,0
26149.42,7686.73,615,0,Employed,0,2,0
61266.88,20931.89,612,3,Unemployed,2,3,1
37669.71,8624.68,692,4,Self-Employed,1,0,0
51053.8,15811.09,622,3,Employed,0,2,0
26243.59,14383.42,683,2,Self-Employed,1,1,0
30846.48,8778.52,594,3,Employed,0,0,0
62221.05,13853.04,699,2,Unemployed,2,0,0
40832.37,8637.66,570,4,Employed,0,2,0
62439.31,12283.4,570,3,Self-Employed,1,0,0
44061.23,15296.24,626,3,Self-Employed,1,0,0
22897.23,9767.13,713,3,Self-Employed,1,1,0
55704.81,13645.92,702,1,Unemployed,2,2,1
37921.29,9695.95,684,1,Employed,0,2,0
53384.27,12702.57,677,4,Unemployed,2,2,1
45302.53,12424.55,614,3,Employed,0,0,0
26482.58,10533.45,576,2,Employed,0,3,1
46971.54,4674.7,716,2,Unemployed,2,2,1
71354.68,15123.56,707,4,Employed,0,3,0
50915.84,19961.9,601,0,Unemployed,2,0,0
44309.79,12558.45,660,3,Self-Employed,1,1,0
57904.12,9547.85,640,2,Unemployed,2,0,0
47528.02,12832.37,598,0,Self-Employed,1,0,0
47514.41,16584.11,579,1,Self-Employed,1,1,0
31900.5,17118.17,663,1,Self-Employed,1,1,1
47806.18,15646.74,641,1,Employed,0,0,0
57425.32,13780.72,627,2,Self-Employed,1,2,0
34967.25,14701.2,644,4,Employed,0,1,0
62093.95,12473.14,646,2,Self-Employed,1,0,0
43899.53,8175.85,665,1,Self-Employed,1,4,0
34346.77,10485.8,710,0,Employed,0,1,0
56971.58,10708.31,696,4,Employed,0,1,0
41558.47,13170.23,689,3,Unemployed,2,0,0
54114.18,4944.05,626,4,Employed,0,2,0
41498.9,14044.15,614,0,Employed,0,0,0
44282.09,3948.15,616,2,Employed,0,2,0
50922.72,13645.34,694,1,Unemployed,2,1,0
48490.76,16679.38,688,4,Employed,0,1,0
21053.62,15579.36,564,4,Employed,0,3,1
31545.08,8417.17,700,1,Self-Employed,1,0,0
56152.92,14494.41,663,4,Unemployed,2,0,0
43414.36,14817.42,651,0,Employed,0,0,0
38715.22,18823.1,705,1,Self-Employed,1,1,1
28697.11,13462.85,663,0,Unemployed,2,1,0
32043.16,16104.48,605,4,Self-Employed,1,1,1
20738.42,10251.5,612,0,Employed,0,0,0
43784.63,8591.75,661,1,Employed,0,1,0
37818.75,15457.03,659,2,Self-Employed,1,0,1
33400.95,15512.58,680,2,Self-Employed,1,1,1
44182.52,9458.09,765,4,Employed,0,1,0
49367.65,7152.67,712,1,Self-Employed,1,0,0
70118.38,12492.97,605,0,Unemployed,2,1,0
26857.4,12175.11,653,3,Self-Employed,1,0,0
58912.57,12935.5,635,4,Self-Employed,1,1,0
56677.22,15543.32,663,2,Employed,0,0,0
35650.89,16115.44,600,1,Self-Employed,1,1,1
47438.83,12031.41,577,2,Employed,0,0,0
39508.4,8018.81,582,4,Employed,0,2,0
47228.26,9097.28,526,1,Employed,0,4,1
63109.57,9613.3,613,2,Unemployed,2,0,0
52267.27,11519.36,755,1,Unemployed,2,2,1
51103.3,9941.73,626,2,Self-Employed,1,0,0
39836.29,11020.96,665,1,Employed,0,1,0
27191.32,12295.22,595,3,Unemployed,2,2,1
42498.38,9427.7,609,0,Self-Employed,1,1,0
59479.3,13287.98,600,1,Unemployed,2,1,0
26673.99,19310.58,618,0,Self-Employed,1,2,1
32338.93,11333.1,648,4,Employed,0,0,0
46515.21,9273.34,704,2,Unemployed,2,1,0
33184.14,13226.72,718,2,Employed,0,2,0
35489.72,8819.65,683,4,Self-Employed,1,0,0
39916.82,11410.76,686,2,Self-Employed,1,1,0
28612.59,9286.22,630,3,Unemployed,2,0,0
33310.54,7720.61,753,3,Employed,0,1,0
53441.14,8485.68,611,3,Employed,0,2,0
29311.56,9356.76,646,4,Self-Employed,1,0,0
25825.53,7833.13,629,0,Employed,0,2,0
37439.7,17115.26,700,4,Self-Employed,1,0,1
53783.47,13725.5,627,0,Unemployed,2,0,0
42636.94,15767.25,658,4,Employed,0,1,0
39425.03,6566.68,696,2,Employed,0,0,0
45532.31,10824.24,596,4,Employed,0,0,0
24051.51,13676.73,680,3,Unemployed,2,0,0
50936.47,18610.84,667,3,Unemployed,2,1,0
49601.22,8989.15,609,3,Unemployed,2,1,0
40088.3,6854.78,621,2,Employed,0,0,0
57071.09,12762.5,644,3,Unemployed,2,3,1
31470.05,9305.0,660,3,Employed,0,2,0
58534.91,18823.25,721,3,Unemployed,2,0,0
46853.92,14168.06,739,3,Self-Employed,1,1,0
40961.37,10857.28,612,3,Self-Employed,1,0,0
44761.52,10868.89,777,0,Unemployed,2,0,0
43712.82,11493.53,627,2,Unemployed,2,0,0
59643.39,4701.28,741,4,Employed,0,2,0
32079.85,12167.89,721,2,Self-Employed,1,1,0
35849.77,10052.06,599,2,Unemployed,2,1,0
57435.63,14531.03,579,0,Self-Employed,1,0,0
37853.58,8409.49,656,3,Employed,0,0,0
55806.4,14730.12,695,2,Self-Employed,1,0,0
65393.23,14171.92,651,4,Employed,0,0,0
40178.46,12638.9,652,4,Employed,0,0,0
53176.35,17014.8,672,1,Unemployed,2,0,0
31155.69,4461.05,571,3,Unemployed,2,0,0
54056.8,13775.53,655,2,Employed,0,0,0
47393.09,11821.01,609,4,Unemployed,2,1,0
50676.46,11703.72,631,3,Unemployed,2,1,0
37253.14,8072.76,586,1,Employed,0,1,0
25067.0,6321.37,584,0,Self-Employed,1,0,0
51039.02,15569.28,666,1,Employed,0,0,0
20239.16,15152.46,643,1,Unemployed,2,3,1
41191.79,19194.47,732,1,Self-Employed,1,0,0
56294.18,19851.62,630,1,Self-Employed,1,0,0
47302.77,5807.45,687,2,Employed,0,1,0
68380.11,11381.59,709,0,Unemployed,2,2,1
57301.31,13002.92,658,3,Unemployed,2,1,0
37153.22,15848.15,662,4,Self-Employed,1,1,1
45327.76,17707.35,711,3,Employed,0,1,0
44431.55,7883.64,716,4,Self-Employed,1,1,0
26013.88,9836.02,680,2,Unemployed,2,0,0
33715.21,17483.36,719,2,Employed,0,0,1
38270.87,5307.64,659,4,Unemployed,2,0,0
20565.35,7693.95,595,4,Self-Employed,1,1,0
45569.92,13751.12,665,3,Self-Employed,1,1,0
42011.14,20217.32,616,1,Unemployed,2,1,0
24925.27,5291.82,712,2,Employed,0,2,0
49850.55,12238.28,636,2,Self-Employed,1,1,0
53590.47,14217.6,695,2,Unemployed,2,1,0
47724.41,17879.31,609,4,Self-Employed,1,1,0
41111.18,13786.91,597,1,Self-Employed,1,0,0
52097.31,4633.38,639,2,Employed,0,2,0
53162.64,6856.34,584,4,Unemployed,2,1,0
48688.84,17488.11,689,2,Self-Employed,1,0,0
35104.65,13761.05,710,1,Unemployed,2,0,0
48319.21,7496.69,679,3,Self-Employed,1,0,0
59345.77,13973.99,719,0,Unemployed,2,1,0
37840.45,13228.64,684,3,Employed,0,2,0
70175.27,2022.14,629,4,Self-Employed,1,5,0
38692.43,3602.2,655,3,Employed,0,0,0
45388.88,13243.11,656,2,Self-Employed,1,2,0
36930.17,20141.71,709,4,Unemployed,2,1,1
47679.25,13055.03,654,2,Unemployed,2,2,1
24093.34,2202.29,595,3,Self-Employed,1,1,0
38447.5,5550.32,583,0,Employed,0,0,0
31894.55,14503.05,640,0,Self-Employed,1,0,0
46624.06,14939.11,652,3,Employed,0,2,0
56933.37,11223.13,583,3,Employed,0,1,0
52752.07,10064.44,706,4,Unemployed,2,0,0
16540.09,15175.51,640,4,Self-Employed,1,0,1
69504.84,16419.49,694,0,Self-Employed,1,1,0
48543.36,14775.85,607,0,Unemployed,2,0,0
35682.01,8184.36,696,0,Self-Employed,1,0,0
46885.54,15596.98,599,4,Self-Employed,1,1,0
47114.28,10587.95,622,4,Self-Employed,1,2,0
36997.82,9593.71,629,3,Unemployed,2,1,0
47375.0,9437.32,636,4,Unemployed,2,0,0
37710.33,12084.3,704,3,Employed,0,1,0
40147.66,14281.26,668,1,Employed,0,0,0
36764.65,3917.45,600,3,Self-Employed,1,0,0
27807.94,9076.99,596,1,Unemployed,2,1,0
46750.04,10156.47,657,4,Employed,0,3,0
52023.59,16145.49,638,0,Employed,0,0,0
51178.6,8533.17,660,3,Unemployed,2,2,1
54839.1,10676.07,567,2,Self-Employed,1,0,0
48892.08,15238.54,761,3,Employed,0,0,0
38607.29,12158.4,564,4,Self-Employed,1,0,0
55075.97,18132.48,639,2,Employed,0,0,0
28709.79,11399.36,613,0,Employed,0,3,0
34191.94,19531.9,588,3,Unemployed,2,1,1
33429.6,20250.73,681,2,Unemployed,2,1,1
57960.67,13832.18,639,3,Employed,0,3,0
56313.46,13673.1,592,2,Self-Employed,1,0,0
50847.66,14236.1,627,2,Unemployed,2,1,0
57863.16,15266.38,682,2,Unemployed,2,0,0
34448.61,12494.85,698,2,Employed,0,1,0
49183.14,16674.96,728,0,Employed,0,3,0
43497.91,14001.55,666,1,Unemployed,2,0,0
55162.59,17544.42,624,1,Self-Employed,1,0,0
43617.31,6188.92,618,4,Unemployed,2,0,0
40380.69,12865.05,675,4,Employed,0,0,0
51490.9,16061.79,716,1,Self-Employed,1,0,0
55514.03,7433.9,551,4,Employed,0,1,0
36979.86,13722.27,649,3,Employed,0,0,0
44267.09,14434.51,586,3,Self-Employed,1,2,0
32298.71,18911.57,653,4,Self-Employed,1,1,1
15023.27,10641.77,736,2,Employed,0,3,0
47405.52,12844.56,561,3,Unemployed,2,1,0
52306.86,9776.73,567,2,Self-Employed,1,2,0
48144.8,11436.73,726,3,Employed,0,1,0
21605.26,18477.82,666,1,Unemployed,2,1,1
40789.81,11883.17,649,4,Unemployed,2,0,0
18379.83,9163.07,695,2,Employed,0,1,0
61436.41,11269.08,737,2,Self-Employed,1,0,0
31967.35,9924.31,663,2,Employed,0,3,0
60064.84,10234.51,649,3,Self-Employed,1,0,0
56350.44,9844.45,555,1,Employed,0,0,0
34192.92,10000.18,605,4,Unemployed,2,1,0
31406.58,7252.88,557,0,Unemployed,2,2,1
49204.44,12276.91,651,4,Self-Employed,1,0,0
34868.11,8085.57,720,2,Employed,0,0,0
46229.82,16565.59,629,3,Unemployed,2,1,0
39206.07,10752.04,672,2,Employed,0,0,0
23626.1,13634.32,693,1,Employed,0,0,0
18234.38,13642.62,669,0,Self-Employed,1,1,0
47720.21,4654.42,645,2,Employed,0,0,0
38261.31,10934.01,581,3,Self-Employed,1,2,0
38362.92,18873.73,685,0,Employed,0,1,1
53350.37,8896.49,709,0,Self-Employed,1,0,0
59081.31,21085.88,651,2,Employed,0,0,0
41729.46,14177.2,633,2,Self-Employed,1,1,0
40912.82,14067.77,690,1,Unemployed,2,3,1
51001.72,12957.46,667,1,Self-Employed,1,2,0
28716.77,16184.25,730,3,Employed,0,2,1
47677.84,16405.77,627,1,Self-Employed,1,1,0
51622.63,11925.65,687,2,Employed,0,2,0
53162.76,10278.69,671,3,Employed,0,0,0
21758.97,6300.74,652,2,Employed,0,0,0
35863.74,15255.01,620,3,Self-Employed,1,0,1
34460.84,12262.76,687,0,Employed,0,0,0
46198.64,8624.82,729,2,Self-Employed,1,0,0
50768.93,9678.17,550,2,Unemployed,2,2,1
62960.52,11726.5,658,0,Employed,0,1,0
39060.41,8074.2,679,4,Self-Employed,1,1,0
39029.13,12194.33,607,4,Employed,0,1,0
58796.06,5519.59,672,0,Employed,0,0,0
48558.92,9870.34,667,4,Self-Employed,1,1,0
60211.82,7352.49,686,4,Self-Employed,1,2,0
48464.74,12801.42,633,1,Employed,0,0,0
31114.6,8088.65,584,4,Self-Employed,1,2,0
29002.46,9763.98,651,1,Employed,0,1,0
26381.85,21039.15,715,4,Employed,0,2,1
52944.62,15460.0,694,1,Unemployed,2,1,0
59263.16,14402.54,584,0,Unemployed,2,0,0
67192.35,17190.32,641,1,Employed,0,0,0
55117.26,14049.88,644,4,Self-Employed,1,2,0
58954.06,6382.77,679,3,Self-Employed,1,1,0
38039.8,6734.01,644,3,Unemployed,2,2,1
31123.01,1160.5,641,2,Self-Employed,1,2,0
55200.95,12807.77,620,3,Self-Employed,1,1,0
50012.17,7759.39,770,4,Employed,0,1,0
46289.33,9718.31,561,3,Unemployed,2,3,1
49648.46,10720.51,651,3,Employed,0,2,0
48878.23,9566.03,656,2,Self-Employed,1,2,0
60405.8,11862.01,682,4,Employed,0,1,0
60539.83,10868.09,629,3,Self-Employed,1,1,0
51530.64,10469.59,628,2,Unemployed,2,0,0
55149.63,5807.97,676,3,Employed,0,3,0
51168.75,12966.85,631,0,Unemployed,2,0,0
39465.96,20703.47,616,2,Unemployed,2,0,1
54078.78,13105.18,705,0,Self-Employed,1,0,0
28266.06,21076.18,598,4,Employed,0,2,1
57646.7,9726.74,614,4,Self-Employed,1,0,0
30665.72,10988.9,667,1,Unemployed,2,1,0
48429.64,11920.56,686,3,Self-Employed,1,1,0
34858.15,11320.82,638,0,Employed,0,2,0
51640.67,16659.72,673,2,Unemployed,2,2,1
44592.9,3236.67,660,2,Self-Employed,1,1,0
25862.93,10181.21,635,3,Employed,0,0,0
50048.4,18653.5,601,1,Self-Employed,1,4,0
38064.95,10013.44,699,2,Self-Employed,1,0,0
55573.76,15714.34,600,1,Employed,0,1,0
45015.91,14416.47,784,2,Self-Employed,1,2,0
49745.05,11709.63,624,2,Employed,0,5,0
33509.17,13266.39,730,3,Employed,0,1,0
37928.01,11658.03,704,0,Employed,0,0,0
39496.34,3494.69,635,2,Unemployed,2,1,0
55280.43,13839.89,701,1,Employed,0,1,0
65128.53,9535.61,698,0,Self-Employed,1,0,0
35337.94,6492.78,633,2,Unemployed,2,1,0
57922.18,13548.0,564,4,Employed,0,1,0
18963.87,13283.92,574,3,Self-Employed,1,1,0
30669.73,15925.61,679,2,Unemployed,2,2,1
33494.66,10955.21,649,3,Employed,0,3,0
28769.9,15435.02,659,0,Unemployed,2,0,1
25996.94,12084.83,700,3,Unemployed,2,0,0
49955.99,13381.05,631,4,Unemployed,2,1,0
42431.19,13711.01,687,1,Unemployed,2,1,0
49552.86,6677.44,618,1,Unemployed,2,0,0
53285.67,13508.33,654,1,Self-Employed,1,1,0
48187.4,12415.62,659,0,Unemployed,2,2,1
52893.16,10915.39,596,4,Unemployed,2,1,0
44165.61,12457.34,649,0,Employed,0,1,0
30756.08,22198.32,692,2,Self-Employed,1,1,1
57693.77,4322.24,675,3,Employed,0,3,0
37930.65,11473.8,722,0,Employed,0,2,0
33772.84,15247.39,626,2,Employed,0,1,1
42864.99,7015.68,725,2,Self-Employed,1,0,0
34046.27,13484.19,660,2,Self-Employed,1,1,0
39990.84,13209.3,626,4,Self-Employed,1,0,0
49128.65,5643.9,658,4,Employed,0,1,0
49180.1,9662.75,614,3,Unemployed,2,1,0
34226.04,19133.67,665,0,Unemployed,2,2,1
39147.54,5637.32,567,2,Employed,0,1,0
57892.0,10244.27,712,1,Self-Employed,1,0,0
50956.8,11339.34,617,0,Self-Employed,1,4,0
69900.78,12016.99,651,1,Self-Employed,1,2,0
59161.54,10347.93,709,0,Unemployed,2,0,0
58731.52,12329.18,618,0,Employed,0,2,0
28345.58,11857.67,683,1,Self-Employed,1,1,0
54166.32,14840.97,707,2,Employed,0,0,0
44362.72,15378.14,657,3,Employed,0,0,0
38388.22,13758.08,669,4,Unemployed,2,0,0
47016.18,12946.78,715,0,Self-Employed,1,1,0
56342.54,5745.98,592,1,Unemployed,2,0,0
51009.98,12463.11,709,3,Employed,0,1,0
34458.31,16455.97,567,3,Self-Employed,1,0,1
53909.51,5556.81,623,4,Unemployed,2,1,0
37348.95,6731.29,749,0,Self-Employed,1,0,0
47600.2,17967.69,698,2,Self-Employed,1,1,0
41359.8,6008.51,650,4,Employed,0,3,0
42373.6,11589.04,752,0,Employed,0,2,0
54194.92,9793.44,595,0,Self-Employed,1,1,0
32517.68,17726.87,676,1,Employed,0,0,1
68342.34,13211.62,644,2,Employed,0,1,0
23146.97,15164.98,651,2,Unemployed,2,0,1
37827.99,12222.75,687,3,Employed,0,1,0
49442.54,19980.9,682,0,Self-Employed,1,0,0
52011.77,9024.14,655,1,Employed,0,0,0
43794.29,13374.24,687,2,Employed,0,1,0
44311.31,17028.29,718,2,Self-Employed,1,1,0
49926.6,17935.28,667,4,Self-Employed,1,1,0
42227.17,10928.07,691,4,Self-Employed,1,2,0
61718.18,3899.65,660,3,Unemployed,2,1,0
55072.19,10463.54,626,2,Unemployed,2,0,0
55473.89,18974.39,652,1,Self-Employed,1,1,0
33406.12,8946.96,684,2,Self-Employed,1,1,0
44047.34,13164.79,562,0,Unemployed,2,0,0
41394.41,10771.55,665,1,Employed,0,3,0
32932.78,11710.98,684,1,Employed,0,2,0
49321.97,17248.56,654,4,Employed,0,1,0
38548.25,13017.92,602,4,Unemployed,2,1,0
52864.85,20167.75,685,2,Employed,0,0,0
32157.7,15905.1,618,1,Self-Employed,1,4,1
65628.49,12524.96,735,3,Unemployed,2,0,0
34244.01,11623.41,703,3,Self-Employed,1,0,0
47631.63,13327.06,662,1,Self-Employed,1,0,0
54502.31,7067.28,636,1,Employed,0,1,0
38152.31,7769.4,577,3,Unemployed,2,2,1
55229.62,15028.05,741,1,Self-Employed,1,2,0
30249.8,15678.24,620,1,Self-Employed,1,2,1
62425.41,6708.07,732,2,Employed,0,0,0
45169.79,15438.06,539,1,Unemployed,2,3,1
37843.06,11297.14,646,3,Unemployed,2,0,0
41409.82,8675.08,621,3,Unemployed,2,1,0
54707.03,10741.64,601,3,Self-Employed,1,0,0
37986.54,15553.12,666,0,Employed,0,0,1
36007.71,14435.14,731,3,Employed,0,2,0
42341.56,13189.26,630,2,Employed,0,0,0
30876.45,13513.94,661,2,Self-Employed,1,1,0
66846.53,7436.35,612,2,Employed,0,0,0
38203.26,14187.32,604,2,Unemployed,2,1,0
54979.4,10171.03,542,2,Self-Employed,1,2,0
47513.64,20084.95,615,0,Self-Employed,1,0,0
33185.59,10479.86,638,4,Self-Employed,1,1,0
44928.54,20904.72,578,3,Unemployed,2,4,1
54408.03,11355.21,743,1,Unemployed,2,0,0
42740.86,11620.4,674,4,Unemployed,2,3,1
59317.36,10822.75,686,1,Employed,0,2,0
57258.18,6967.53,575,2,Self-Employed,1,1,0
56026.98,17305.39,672,2,Unemployed,2,0,0
39484.12,12388.38,726,2,Unemployed,2,0,0
32041.89,14508.36,645,3,Unemployed,2,1,0
37636.95,18460.36,667,4,Employed,0,1,1
47354.89,11475.48,637,1,Unemployed,2,0,0
51549.44,11629.0,672,3,Self-Employed,1,1,0
18941.14,12579.64,650,0,Employed,0,0,0
44902.64,6868.52,635,0,Self-Employed,1,1,0
46897.07,4684.69,670,1,Self-Employed,1,0,0
41669.47,5985.24,649,0,Self-Employed,1,0,0
60495.29,16965.03,666,2,Employed,0,0,0
50061.36,10696.14,646,4,Employed,0,1,0
60722.3,15137.51,704,3,Self-Employed,1,3,0
42408.47,10965.88,744,0,Employed,0,1,0
56249.73,5689.36,663,1,Self-Employed,1,2,0
64620.8,15464.24,676,4,Employed,0,1,0
60740.32,8444.09,629,4,Unemployed,2,1,0
31894.3,14319.49,682,1,Employed,0,2,0
41955.89,15694.01,572,1,Unemployed,2,0,0
40858.02,11822.77,676,0,Employed,0,2,0
50871.05,13896.34,603,1,Unemployed,2,0,0
53236.24,6307.54,718,2,Self-Employed,1,1,0
34933.29,23700.1,691,4,Unemployed,2,2,1
45814.06,13760.51,643,1,Unemployed,2,2,1
20760.87,15124.9,680,0,Employed,0,2,1
62303.34,15737.0,745,2,Self-Employed,1,0,0
38851.51,11443.3,645,2,Unemployed,2,1,0
45670.37,12310.97,666,4,Unemployed,2,0,0
41284.2,16339.84,674,1,Unemployed,2,1,0
58752.33,10529.09,678,1,Self-Employed,1,2,0
10949.92,13564.54,634,1,Unemployed,2,0,0
44800.68,13871.12,692,0,Unemployed,2,0,0
43730.17,9061.96,650,4,Unemployed,2,1,0
39556.36,13775.18,659,0,Unemployed,2,1,0
65714.72,5222.71,622,1,Employed,0,3,0
34352.05,15671.85,703,1,Self-Employed,1,1,1
54261.55,18279.48,606,2,Unemployed,2,1,0
49275.03,15622.94,576,3,Unemployed,2,1,0
60138.23,17989.18,545,3,Self-Employed,1,0,0
36993.73,8951.2,690,1,Unemployed,2,2,1
36204.37,11100.1,625,3,Self-Employed,1,1,0
58152.84,12501.71,619,3,Unemployed,2,1,0
50103.86,12515.25,651,0,Unemployed,2,4,1
26460.75,10250.81,589,3,Self-Employed,1,2,0
38528.34,8347.4,668,2,Employed,0,4,0
49636.59,18907.87,763,0,Employed,0,1,0
55053.17,8667.74,686,4,Self-Employed,1,2,0
36849.23,18625.56,670,2,Employed,0,5,1
10028.93,13980.38,695,1,Employed,0,1,0
51278.68,12812.07,773,4,Self-Employed,1,1,0
30356.15,14171.95,630,3,Self-Employed,1,1,0
20791.93,18093.78,630,1,Employed,0,1,1
11012.09,1502.16,622,1,Unemployed,2,0,0
54767.77,13436.56,576,3,Self-Employed,1,2,0
46543.41,12596.02,657,1,Unemployed,2,0,0
42292.12,12743.77,651,4,Unemployed,2,0,0
61668.29,15762.02,665,1,Self-Employed,1,0,0
52647.9,9558.42,598,1,Self-Employed,1,1,0
64395.6,7396.44,555,0,Unemployed,2,1,0
28287.17,6463.0,551,4,Unemployed,2,2,1
44585.39,8370.6,665,3,Unemployed,2,1,0
25599.44,14749.76,668,2,Unemployed,2,0,0
42247.41,14019.39,737,2,Self-Employed,1,0,0
42016.61,15533.32,708,1,Employed,0,2,0
52519.36,10160.8,583,4,Self-Employed,1,0,0
45546.77,10338.54,595,1,Employed,0,0,0
52480.89,18614.89,675,3,Self-Employed,1,1,0
53441.28,16079.13,651,1,Self-Employed,1,0,0
70859.14,15008.75,699,1,Self-Employed,1,1,0
41216.44,4700.98,718,0,Employed,0,2,0
33707.73,19830.79,669,4,Unemployed,2,1,1
47953.0,11632.22,653,4,Self-Employed,1,2,0
35372.64,12691.61,599,0,Employed,0,1,0
62783.53,13790.27,601,3,Employed,0,0,0
41601.38,12658.12,682,2,Unemployed,2,0,0
38213.08,11312.1,588,1,Self-Employed,1,2,0
39344.21,12580.14,631,3,Employed,0,2,0
53621.01,14545.93,592,2,Employed,0,0,0
43107.04,15395.2,600,1,Employed,0,0,0
37300.0,16879.12,640,3,Self-Employed,1,1,1
64984.22,7609.79,635,2,Unemployed,2,0,0
34725.96,9816.33,679,4,Employed,0,0,0
45426.79,15411.82,712,4,Self-Employed,1,3,0
52827.67,5719.17,637,4,Employed,0,1,0
25423.98,12646.36,589,0,Unemployed,2,1,0
50763.13,8856.18,633,2,Unemployed,2,3,1
32338.71,14204.7,697,2,Self-Employed,1,0,0
54873.39,8619.69,600,2,Employed,0,1,0
33448.19,10561.69,596,1,Self-Employed,1,1,0
53313.23,10838.3,578,3,Employed,0,2,0
58270.0,12985.38,720,1,Employed,0,2,0
55337.24,15833.29,536,0,Employed,0,0,0
48015.8,16127.8,595,1,Employed,0,1,0
42224.39,12819.77,594,2,Self-Employed,1,2,0
38082.97,7561.38,630,3,Self-Employed,1,2,0
62652.42,22318.45,618,2,Self-Employed,1,2,0
36606.06,11659.27,656,4,Employed,0,0,0
32555.21,13094.84,623,1,Self-Employed,1,0,0
52984.43,12969.05,600,3,Unemployed,2,0,0
35446.36,13415.28,626,3,Self-Employed,1,0,0
33599.24,8611.76,588,3,Unemployed,2,2,1
27676.75,13754.29,701,0,Employed,0,3,0
39205.08,19286.01,717,1,Employed,0,1,1
44007.42,3963.23,557,0,Self-Employed,1,1,0
47917.1,12129.25,673,1,Employed,0,0,0
56415.67,7513.74,654,3,Self-Employed,1,0,0
51322.78,15955.5,654,0,Unemployed,2,2,1
42709.53,16564.54,624,0,Self-Employed,1,0,0
42621.65,11489.39,614,1,Unemployed,2,0,0
51121.89,12243.56,697,4,Self-Employed,1,3,0
60270.84,8476.19,697,0,Employed,0,1,0
46515.77,2568.94,655,1,Self-Employed,1,3,0
39370.43,10919.21,570,1,Employed,0,2,0
33085.61,11145.17,653,1,Employed,0,0,0
27657.54,12172.12,629,0,Self-Employed,1,1,0
52995.24,-1114.24,646,0,Self-Employed,1,0,0
51935.74,5098.57,656,1,Unemployed,2,1,0
51928.36,6067.67,644,4,Employed,0,0,0
43456.09,12332.4,699,3,Employed,0,2,0
61883.22,14341.07,616,0,Employed,0,2,0
39190.58,7349.7,698,0,Self-Employed,1,1,0
56463.23,10896.55,632,0,Employed,0,0,0
44535.09,9684.41,690,1,Employed,0,1,0
37699.79,20128.02,695,2,Employed,0,0,1
52110.36,10460.78,670,1,Employed,0,2,0
49915.63,10291.87,620,0,Employed,0,2,0
49283.67,8736.01,559,3,Self-Employed,1,2,0
45975.34,4396.09,673,3,Employed,0,2,0
44545.28,14585.93,628,3,Self-Employed,1,1,0
73660.46,10934.26,654,1,Employed,0,3,0
59211.08,10446.51,698,3,Self-Employed,1,2,0
53673.92,12729.46,615,2,Unemployed,2,2,1
46341.59,5688.72,656,3,Self-Employed,1,0,0
57085.89,19082.28,568,4,Unemployed,2,1,0
51215.94,4717.57,668,3,Employed,0,1,0
45314.46,19105.4,619,1,Self-Employed,1,2,0
41357.23,11940.29,535,4,Unemployed,2,0,0
44028.99,10454.8,671,1,Unemployed,2,1,0
6954.89,14684.58,781,1,Employed,0,0,0
47527.21,10614.47,648,3,Employed,0,1,0
39138.29,15727.21,596,1,Unemployed,2,1,1
64112.04,13231.63,681,1,Self-Employed,1,1,0
45232.13,14851.03,631,2,Unemployed,2,1,0
30732.44,16160.42,672,2,Self-Employed,1,1,1
44401.44,11302.78,600,1,Self-Employed,1,0,0
32446.55,15858.34,573,3,Employed,0,2,1
50680.89,14071.68,666,2,Employed,0,4,0
48491.37,17335.86,621,3,Unemployed,2,2,1
